"age","genre_preference","major_release","RS","min_1","min_2","min_3","diff"
26.5167376608588,"Drama","tech",1,29.5971086019279,43.5055937522146,51.7411916153551,8.23559786314048
21.2555509596132,"Drama","sports",0,29.1088277320265,41.171203965449,44.5184133947137,3.3472094292647
22.6722066872753,"Action","sports",1,28.0194143353755,35.3558641763863,41.5571110429042,6.2012468665179
23.8611409254372,"Drama","politics",1,34.3080976059931,41.3960705063728,49.7648979909138,8.36882748454102
20.133903331589,"Drama","sports",0,29.97104672202,42.6828887701426,41.9270082602095,-0.755880509933121
23.8238795707002,"Drama","politics",0,30.968735745674,38.1783233642746,47.6787371525756,9.50041378830104
28.6969084572047,"Romance","politics",1,33.3095622099935,49.423095322516,50.4018022811362,0.978706958620279
23.4034899668768,"Drama","sports",0,32.9857529315835,38.3597242098467,42.7565284192057,4.39680420935896
24.8208011547104,"SciFi","politics",1,35.2568207455466,46.2294026565881,50.4819700219415,4.25256736535334
25.9956582542509,"Comedy","news",0,30.3061942643396,40.9734157382466,46.1483847238525,5.17496898560584
24.9354130704887,"Comedy","celebrity",1,31.8610719490844,38.1998538269266,44.2385748112049,6.03872098427831
21.8621760141104,"Drama","politics",1,28.7422105955729,40.1742647543413,44.2381441191695,4.06387936482818
28.2737331860699,"Comedy","sports",0,30.9864719870659,44.3322530168611,42.0756374956967,-2.25661552116437
26.6846673819236,"Drama","sports",1,31.6497541307225,43.567628407208,49.3071988782999,5.73957047109182
27.9423986072652,"Comedy","politics",0,30.5309421648151,42.2949097304687,44.5841709331768,2.28926120270811
21.0794362588786,"Drama","sports",0,28.7867988809788,39.3124761872292,41.0598533561501,1.74737716892093
27.2371094604023,"SciFi","news",1,38.3826690573869,47.2314395669372,53.4875788499671,6.25613928302995
24.1127442964353,"SciFi","news",1,34.9778915466045,47.3962717793703,54.991097500353,7.59482572098264
28.2094629411586,"SciFi","news",1,32.8811199576081,47.0139155509919,52.0571612983402,5.04324574734824
26.4706019381993,"Action","news",0,29.4763044258558,42.0160855206969,45.765103424067,3.74901790337016
27.8293276228942,"Comedy","news",0,33.1225940361754,41.4638598056949,42.9269196978652,1.46305989217037
25.5303631164134,"Romance","tech",1,33.5777943172515,43.9996373458404,48.1762393124712,4.1766019666308
25.2971958019771,"SciFi","news",1,32.4370413303959,48.5805976375863,54.1326366002526,5.55203896266625
27.8935623168945,"Action","politics",1,31.3253804765681,41.8290871106327,45.6922683059096,3.86318119527686
20.2333120233379,"Action","tech",1,25.7904796255268,36.8817911515004,39.0915751635445,2.20978401204412
24.7723006503657,"Drama","news",1,31.474344197291,38.1710996731195,44.8560408985346,6.68494122541507
27.323137386702,"Comedy","celebrity",0,30.6733864926874,41.5404391354251,43.6182785177755,2.07783938235035
26.9273155648261,"Drama","politics",0,34.221373861884,40.874498695077,39.8866391193307,-0.98785957574637
24.7761962213553,"SciFi","politics",0,33.4536819118684,47.8901802623236,53.5504981712823,5.66031790895871
28.612094768323,"Romance","celebrity",0,34.6691070170224,47.3424783845094,44.7494682819631,-2.59301010254629
24.3809710722417,"Romance","celebrity",1,33.8595666165818,42.6903549596156,49.7097608446826,7.01940588506696
22.4479727703147,"Drama","tech",1,34.1144347963375,41.09092420122,44.4470329786587,3.35610877743871
20.7067904714495,"Drama","politics",0,30.0943845545066,41.2715667843402,42.9380744454615,1.66650766112127
20.994661601726,"Comedy","politics",0,26.2211898669204,38.3561745766642,42.5816276699765,4.2254530933123
23.1627170718275,"Action","sports",0,29.8976518242745,37.9076654164024,42.1919133184144,4.28424790201203
25.1863426319323,"Drama","tech",1,32.8839893829229,43.6679763638784,52.6441908713365,8.97621450745805
26.620050764177,"Action","sports",1,32.1850484951492,38.7006076253284,43.8085246824194,5.10791705709104
24.0683018718846,"Romance","sports",0,31.0001323661532,44.5723957474328,49.4435451948923,4.87114944745947
29.1287592425942,"Drama","politics",1,32.5070477909173,47.9067327720957,44.6668985650451,-3.23983420705065
22.9360337276012,"Romance","sports",1,30.3385679950096,43.7249444534477,48.6349756606754,4.91003120722771
24.5906572625972,"SciFi","news",1,32.2747894301841,46.2705695665671,52.6033216958009,6.33275212923376
23.3239467418753,"Action","tech",0,28.9783324644504,37.2038894708679,39.7418351620206,2.53794569115272
26.5087046707049,"Drama","celebrity",0,33.6623275676839,45.4372710752882,48.0282844682122,2.59101339292405
22.580167807173,"Drama","news",0,29.8175256463626,42.6620773123453,46.3543249451837,3.69224763283836
24.7854524827562,"Action","news",1,32.7150231225037,39.7201416407786,47.7988784485606,8.07873680778194
27.6631067064591,"Action","politics",0,30.4836957965951,41.1888862216779,46.1615598731489,4.97267365147096
20.8424691436812,"Drama","celebrity",1,28.7937267938023,39.676144572258,42.2551563279978,2.5790117557398
28.7532133003697,"Romance","celebrity",1,32.9709851850641,45.3726389888037,47.2697311367414,1.89709214793771
23.3907293784432,"Romance","celebrity",1,30.8530188125659,44.1910633595715,50.3427678965762,6.15170453700465
28.3944035018794,"SciFi","sports",1,36.7050333602167,48.8828324268504,50.4750690083282,1.59223658147776
23.4668348915875,"Drama","tech",1,27.8978080823067,40.5775714302664,50.0134516310475,9.43588020078106
23.3377493079752,"SciFi","tech",0,36.123589113167,46.3089850392145,52.0521565672606,5.74317152804612
24.763512450736,"Comedy","politics",1,31.4634156529748,39.8984411278551,47.843511865373,7.94507073751789
28.9219833584502,"Romance","politics",0,37.1186975059302,45.2545882060172,40.9832254660721,-4.27136273994514
28.6433947063051,"Comedy","sports",0,34.3605108053556,45.9537895567365,49.8838508605633,3.93006130382683
23.8998954347335,"Romance","politics",0,30.5161618228874,45.2711773349084,48.7452300411062,3.47405270619785
27.7732069883496,"Action","celebrity",1,30.6708826443463,45.2125771207293,46.3446244370101,1.13204731628079
29.6061799721792,"Drama","news",1,33.4215669835408,45.8194904147868,47.0661424262668,1.24665201147995
24.3465948477387,"Action","celebrity",1,29.5514531908281,40.8741066738271,47.7744207588738,6.90031408504664
27.125146787148,"Comedy","tech",0,32.142441188642,43.7429716533082,48.4127008003653,4.66972914705713
23.9999436889775,"SciFi","celebrity",1,36.9654433614848,49.8279190995034,57.0851034921159,7.25718439261241
23.2535215187818,"Comedy","news",0,31.3803756763775,43.2809169179406,50.5062660794125,7.22534916147193
27.5708714802749,"Drama","tech",1,32.4996638565883,40.7797530467268,43.7079825906482,2.9282295439214
22.0269225514494,"Action","news",0,28.773327101847,35.740160871013,40.5576689253828,4.8175080543698
27.1112122246996,"Romance","sports",0,31.6016067391509,41.6227862069959,42.9501247769253,1.3273385699294
21.2169192102738,"SciFi","celebrity",0,33.6745175307143,42.5598695143672,47.9294055645113,5.36953605014408
22.4548851395957,"Drama","news",0,36.2638425723299,40.7435332765711,44.3096025583336,3.56606928176252
21.4330437942408,"Romance","politics",1,36.7055521024538,46.163600584227,51.3502555051112,5.18665492088425
22.3962941509672,"Comedy","sports",0,30.1670209574914,41.931882296608,48.4039279521686,6.47204565556061
20.5893437727354,"Romance","sports",1,34.8487550655037,41.7299433465063,49.5552852738349,7.82534192732855
26.4228825853206,"Romance","sports",1,34.5409285470205,43.8152127036868,47.2148947346095,3.39968203092263
28.7626921269111,"Action","news",1,32.7930927536744,44.4652231569509,44.752639720155,0.287416563204125
27.7891467744485,"Drama","tech",1,29.9172467310422,44.1070933032073,47.273288363984,3.1661950607767
27.9730882588774,"Comedy","celebrity",1,33.706116365771,41.0395624227905,45.4549127450529,4.41535032226238
24.552744536195,"Comedy","sports",0,30.911893504672,36.2576347457949,44.5314100937413,8.2737753479464
24.1008408204652,"Comedy","news",0,31.1365708170784,39.3806680273285,44.4619229814003,5.08125495407176
28.1087024277076,"Romance","news",1,32.1186254806177,45.6218825439203,48.9939098057578,3.37202726183747
26.0493329027668,"Drama","tech",1,32.2381609888061,40.1898876114874,46.2014568841927,6.01156927270533
26.5472392807715,"Action","tech",1,27.4316630414591,38.9125990159762,45.1532939878122,6.24069497183604
23.5319727193564,"Action","politics",1,28.1257592997402,37.0205897694466,41.2166280004375,4.19603823099094
22.7026014588773,"Romance","news",1,31.5771954888095,40.1134191100271,45.6794315937584,5.56601248373126
29.9268406117335,"Romance","news",1,37.4753493099948,49.4517622301934,44.5184655193985,-4.93329671079491
26.3349326443858,"Romance","celebrity",1,37.9940057770244,42.4337037749848,44.8733612106394,2.43965743565458
22.1320813521743,"Drama","news",1,32.4909146954258,43.7001157984781,47.925382259757,4.22526646127891
21.293723480776,"Drama","tech",1,28.7220965507502,37.3472262094999,42.4054348323686,5.05820862286877
24.781180343125,"Comedy","celebrity",1,30.7069448752086,42.7901186685097,48.8926652842177,6.102546615708
29.240744698327,"Romance","news",0,37.2767817471794,48.3513659553388,43.5189574910496,-4.83240846428916
25.9876096714288,"SciFi","politics",1,35.0272879687204,45.1493984361903,51.9909515584266,6.84155312223626
29.7617069492117,"Comedy","celebrity",1,32.4053257465737,43.2396895772319,41.0022210107969,-2.23746856643496
27.3179251188412,"SciFi","politics",1,33.823434357106,49.0759356114871,53.6489984395687,4.5730628280816
23.567269120831,"Comedy","news",1,27.5240165364018,42.9137031847419,47.4932365903129,4.57953340557107
24.3147369055077,"Comedy","politics",0,31.831529852519,43.851721127677,49.6768327295192,5.82511160184217
21.4821156067774,"Romance","celebrity",0,32.4562172374634,42.6199827885856,45.2565113163232,2.63652852773757
20.1307757548057,"Drama","tech",1,29.3591308538444,38.5289747385564,41.0874851972142,2.55851045865781
27.1556606609374,"SciFi","tech",1,34.8214656986879,47.8223917326446,50.6359913024965,2.81359956985186
21.031842357479,"Action","tech",0,28.7581380375443,37.1773716594863,44.2904412243831,7.11306956489676
24.4628434861079,"Action","tech",1,30.359950713869,36.9134012906853,39.6802530550534,2.76685176436811
26.4010104513727,"Comedy","sports",1,28.6440768191337,43.2397233693986,52.1027079694829,8.86298460008431
29.9183862004429,"Action","politics",1,31.6070209099319,43.3367034742786,42.6456121230252,-0.691091351253426
24.955935778562,"Drama","sports",1,30.1885062622452,42.7192781689852,47.2496859499551,4.53040778096987
24.8434952436946,"Romance","news",1,34.6012781446299,40.0155573604692,43.3371409166537,3.32158355618444
21.7344233486801,"Action","celebrity",1,31.4307906701167,38.9113844251932,45.1009066757998,6.18952225060657
27.5482094450854,"Comedy","sports",1,34.1535600982372,42.3358149091288,44.2181030560487,1.88228814691993
24.5389548921958,"Action","celebrity",1,27.4160288921624,41.421137248479,51.6225759439753,10.2014386954964
25.1116978377104,"Comedy","tech",1,29.8381581412144,42.5526894970001,45.8956917399222,3.34300224292212
22.0754511328414,"Comedy","news",1,27.5711785229052,35.7657385526552,43.7520681872783,7.98632963462311
22.2865814273246,"Comedy","news",0,31.9109872490464,42.1960053521399,47.3582449548163,5.16223960267636
25.9571199631318,"Romance","tech",0,33.7202675296926,42.8336742363567,48.2390356149079,5.40536137855119
25.7487219828181,"Romance","tech",0,31.7226379058895,46.0359997547462,51.3371004893298,5.30110073458363
20.7706438028254,"SciFi","tech",1,35.0922431976251,48.325897799699,52.7080571215236,4.38215932182456
20.3554057958536,"Action","sports",0,25.1409551028253,40.2157589626115,41.7747231928699,1.55896423025839
26.4279549219646,"Romance","celebrity",1,36.4124558876613,47.9957144090332,54.6841961121137,6.68848170308048
29.2861519963481,"SciFi","news",1,35.6845971350774,53.222342682589,57.1748440817828,3.9525013991938
25.9809242235497,"SciFi","tech",1,37.9638274585427,45.6730187592511,50.2078709497521,4.53485219050097
25.6090074800886,"Romance","politics",1,35.5340596070096,40.8568748600185,44.1720917832473,3.31521692322878
25.2602772391401,"SciFi","news",0,33.3063371027243,47.7635422841627,51.0339426639394,3.27040037977669
29.8509522387758,"Action","news",0,32.0874193537936,40.7831959489217,37.3555887269919,-3.42760722192984
25.0764182233252,"Action","politics",1,31.3105811249457,40.5402545514616,44.8456640312557,4.30540947979409
26.8278807867318,"Drama","celebrity",1,34.0431910903268,43.205321420074,45.7147719920116,2.5094505719376
26.0154121764936,"Romance","celebrity",1,36.2417542893999,49.9496919927529,57.5724278070969,7.62273581434398
22.3886867775582,"Romance","tech",1,29.5661995785131,39.1608384841043,44.4102880849955,5.2494496008912
22.5816592667252,"Action","tech",1,28.4961138466547,38.2752069120052,43.7888681681023,5.51366125609718
27.293096233625,"Romance","celebrity",1,35.0006094484623,43.5853424711566,46.9004061372646,3.31506366610802
24.5257083140314,"SciFi","news",1,34.1312730634887,46.8669713474856,50.9297610446358,4.06278969715019
21.7512676841579,"Action","politics",1,32.8252626896172,37.8656375086827,44.0531707989937,6.187533290311
27.4669826962054,"Drama","politics",0,31.5062408386181,45.4039278304003,49.0354396093591,3.63151177895877
21.0498764039949,"Action","news",1,28.7335490373464,36.638629527114,39.9444953278457,3.30586580073174
28.6454494902864,"Romance","news",0,34.9832900137489,48.3911072076345,48.1879227161333,-0.203184491501212
26.1464497167617,"Drama","news",1,33.8296136492646,47.9359979666145,52.4528913059079,4.51689333929343
25.5715953884646,"Romance","celebrity",1,30.6090109909728,41.9224106363958,48.7069143655069,6.78450372911114
23.2877731905319,"Drama","tech",0,31.691158445445,38.9904224147625,45.5053598838115,6.51493746904907
24.5313144545071,"Action","politics",1,28.7729840057694,41.7829903826321,50.84547165196,9.06248126932785
25.0044097262435,"Comedy","tech",1,30.077739663016,40.7922997795711,46.9838793460173,6.19157956644619
21.8086636113003,"Drama","politics",1,32.2345232356206,44.4111546223334,49.33837080593,4.92721618359658
25.2963060280308,"Drama","celebrity",1,32.0974291796865,44.0576834967485,48.8006031018499,4.74291960510138
20.752757457085,"Action","politics",0,26.6920420066163,35.9386484059445,38.1689505874737,2.23030218152925
22.777559326496,"SciFi","celebrity",0,36.9459210768397,45.4682512419874,50.9381306208136,5.46987937882613
22.126995192375,"Action","celebrity",0,27.3281601720627,38.0517650314404,42.6672817086922,4.61551667725181
22.8479048097506,"Comedy","tech",0,30.4167930174107,40.9611604210341,42.7294781371381,1.76831771610399
28.9509410294704,"Drama","politics",1,32.892849928947,46.4744330078433,46.9903656639172,0.515932656073886
24.462353233248,"SciFi","news",1,37.5224128654122,46.1030514535656,52.5163819336607,6.41333048009508
27.7998488978483,"SciFi","celebrity",0,35.7336823470434,53.191383679014,53.9756746451599,0.78429096614591
28.806190348696,"Drama","news",1,34.321283456585,42.4590642056778,42.6455094526039,0.186445246926027
24.1312420950271,"Romance","celebrity",1,31.8021903673426,43.4908158328804,49.5995751690389,6.10875933615846
20.6380848051049,"SciFi","politics",1,30.2593975053705,43.0139226764553,44.3391119317392,1.32518925528387
23.3548749168403,"Drama","politics",1,32.9176899766965,46.12519854509,53.8809952532987,7.75579670820863
27.2372594662011,"SciFi","sports",0,37.6013399422177,47.2525284446657,49.3741174042502,2.12158895958444
23.3761533349752,"SciFi","politics",0,35.2150851297557,48.5572230257614,53.6572394542202,5.1000164284588
26.3041412248276,"Comedy","sports",1,34.253257401738,41.4959592544227,46.920854544667,5.42489529024429
28.4061455400661,"Comedy","tech",0,30.3358225620067,42.449426228537,40.945180177173,-1.50424605136399
28.5613166471012,"Romance","celebrity",1,35.6706347876024,46.5838177645007,48.2443307456716,1.66051298117098
23.9135928102769,"Drama","politics",1,27.5344780920185,40.4541445259645,46.7454936656701,6.2913491397056
23.8049388560466,"Romance","tech",0,29.7291576878087,42.580565193977,46.2520954587297,3.67153026475269
28.9544542599469,"Romance","sports",1,30.7568356996234,48.7997457588342,50.9371682006493,2.13742244181501
26.4431576291099,"Romance","celebrity",1,34.6183318882565,44.4657735268225,52.0352709763928,7.56949744957037
27.4107864871621,"Romance","sports",1,37.2417986997873,44.6536971939334,47.5219924478241,2.86829525389073
26.0530344652943,"SciFi","sports",1,34.6585802856537,49.4596680406034,55.4840596733773,6.02439163277389
29.0308161149733,"Drama","tech",0,32.6824641779986,45.0101534072894,42.2444848453795,-2.76566856190992
22.9373015509918,"SciFi","news",1,34.2142471147106,47.0956972186776,51.8162654807631,4.72056826208549
21.9126010988839,"Action","tech",0,26.0861425317591,36.3886672604345,38.3271882942084,1.93852103377393
28.8645094330423,"SciFi","news",1,37.5317596052134,48.0183904020327,50.5687303922011,2.55033999016831
25.0333948573098,"Action","tech",1,31.7817626066442,40.1054499563901,42.6669442222416,2.56149426585149
28.7705754302442,"Drama","politics",0,34.5011489843353,44.7400918183623,41.2091259431633,-3.53096587519899
21.8919362244196,"SciFi","sports",1,36.2619817089025,42.4213656272065,47.6978887367156,5.27652310950911
27.5810305238701,"SciFi","politics",1,32.7757590717475,50.5040955211871,52.3707052551756,1.86660973398853
27.2449889266863,"Comedy","celebrity",0,32.7494808644925,38.7733311534743,37.3033082451677,-1.47002290830661
29.4372481829487,"SciFi","politics",1,36.9363485186493,51.8239921646692,52.5447709266423,0.720778761973065
25.4764658701606,"Romance","celebrity",1,37.4562683593448,45.3167333624487,48.4369413339404,3.12020797149172
27.1174386772327,"Action","news",1,32.9887983835994,42.8273538750402,46.926833768338,4.09947989329779
23.8890509982593,"Comedy","celebrity",1,31.3353271304932,41.58102046499,44.2629702446878,2.6819497796979
21.0087312618271,"Action","politics",0,26.762591494544,41.0135144102021,44.002626193196,2.9891117829939
29.2730208858848,"SciFi","celebrity",1,39.3428946777921,51.2544283293468,49.5377474085218,-1.71668092082502
22.8323250031099,"Drama","politics",1,31.4150282101142,41.571408150341,45.5437186406548,3.97231049031388
25.9057315881364,"Drama","tech",0,30.2846474747285,40.6935875937254,41.1133097664705,0.41972217274504
21.1036060494371,"Drama","tech",1,27.1040170947065,38.7221605028781,45.9803307446999,7.25817024182172
28.4050703211688,"Comedy","politics",0,32.6226062323066,43.1268564268403,42.4930046216699,-0.633851805170352
23.1796368444338,"Drama","politics",1,30.0250809825449,43.235613665457,46.6206296521283,3.38501598667122
27.8285133698955,"SciFi","sports",1,30.8734609234721,50.4106311343866,53.2087107936516,2.79807965926494
22.6750820735469,"Comedy","news",1,29.4343449774643,42.4720233183867,49.0748050381824,6.60278171979565
22.1864528488368,"Romance","celebrity",1,32.6766674671234,46.2110187520335,52.1270260990115,5.91600734697798
25.1679683639668,"Action","celebrity",1,30.7257270567218,41.4781337172991,46.5958851426258,5.11775142532675
22.6895059202798,"SciFi","celebrity",0,31.5405061398952,47.0119579178376,52.5780109392734,5.56605302143581
21.8116832734086,"SciFi","tech",0,29.8053046300634,43.6950529445371,48.2446990198026,4.54964607526547
25.1857613748871,"Comedy","sports",1,29.0762114450057,40.521164582628,46.2023870150419,5.68122243241385
25.6278293579817,"Drama","tech",1,32.296785373205,45.5620186380841,48.9118412171217,3.34982257903761
21.2915685446933,"Comedy","sports",0,28.3636026405072,41.0801231975763,46.2806347122379,5.20051151466158
22.563676040154,"SciFi","tech",0,32.7776089301392,46.0587470740006,55.8080775988463,9.7493305248457
27.1793527598493,"SciFi","tech",1,34.8935149323967,47.5871691550387,48.5407651209381,0.953595965899424
29.6140993642621,"Comedy","sports",0,32.3977461132762,47.2808993836931,44.0481055085718,-3.23279387512129
21.0014084656723,"Action","sports",1,28.1512971446825,38.5245755151353,41.5033149965191,2.9787394813838
27.6322268950753,"Drama","news",1,34.2266202591773,46.4572974250234,51.7101181505464,5.252820725523
29.4796635466628,"SciFi","tech",1,37.7666792086888,46.5234351008107,46.8954877304982,0.372052629687474
28.1863468838856,"SciFi","sports",1,31.5571073237094,49.0813227412262,49.6787159725068,0.597393231280599
23.0829233070835,"Romance","celebrity",0,31.406835470331,40.843772943739,45.6107286371945,4.76695569345552
26.4957946049981,"Romance","news",1,34.2877499482935,47.7485922511182,49.8351837986882,2.08659154756999
29.5335545111448,"Romance","sports",1,37.3439787295062,50.8544073124668,50.9378719900181,0.0834646775513477
29.5373265002854,"Comedy","news",1,32.7495628570458,43.0767699694162,41.7852981543779,-1.29147181503823
23.399792034179,"Drama","politics",1,29.482015583039,44.6969045476188,51.5501501029009,6.85324555528211
22.6247411011718,"Comedy","celebrity",1,30.253281789558,41.014499742816,48.3187686145827,7.30426887176669
21.6545393317938,"Comedy","news",0,31.2679603217979,39.9523191454903,44.0045323387211,4.05221319323074
23.2216805662028,"Romance","celebrity",0,35.9820667178891,42.1707181985938,49.6692925077272,7.49857430913344
25.1012520655058,"Comedy","news",0,31.4556968791981,43.3188623940606,50.8133724872663,7.49451009320568
29.2396847135387,"SciFi","tech",1,38.7284710138626,46.6067959399572,48.2960601937721,1.68926425381486
25.1095969835296,"Drama","politics",1,31.038716805959,43.7166918844884,48.322654531306,4.60596264681759
22.5762126082554,"Action","news",0,29.1227264875289,35.5535067590847,44.764176995668,9.21067023658325
20.4646088695154,"SciFi","celebrity",0,32.765006052098,41.4456802005315,38.9426990423876,-2.5029811581439
24.1785625834018,"Action","sports",1,28.3692868906781,41.7578193916964,45.8005204884272,4.0427010967308
28.540015022736,"Comedy","news",1,35.4534889980089,43.8973757065519,42.677593186713,-1.21978251983891
23.4723067772575,"Romance","news",0,29.465729650805,44.545770479308,47.894723687474,3.34895320816602
21.314423205331,"Action","tech",0,28.1238172097974,35.2326989484627,38.1504246592505,2.91772571078774
23.7448686454445,"Action","tech",1,29.7270580976307,37.5051212279214,43.9138711898634,6.40874996194194
26.3142022839747,"Action","tech",0,28.1007168306272,37.6144227306408,43.9757258759459,6.3613031453051
23.900789336767,"Drama","celebrity",1,31.6504788693298,40.8353123224075,46.9483039585035,6.11299163609597
26.8962784879841,"SciFi","sports",1,36.1371508356565,48.1575312159945,54.2338637182612,6.07633250226679
26.894134124741,"SciFi","celebrity",0,34.7845797521821,47.7342404089151,51.2146282035516,3.48038779463651
25.5490062315948,"Action","tech",1,27.4952244809765,36.2244257321648,41.7074428550812,5.48301712291636
24.2962440778501,"Drama","celebrity",1,34.4487689994246,45.3455217240299,51.7498213857572,6.40429966172729
24.527200628072,"Drama","celebrity",1,30.8702371583464,42.6009507817087,46.8031928152759,4.20224203356718
23.0644325888716,"Romance","tech",1,30.5875130420541,44.4137513348199,52.7376208948745,8.32386956005463
25.7835394400172,"SciFi","celebrity",1,34.2637932872184,50.037127517912,56.4817044838596,6.44457696594762
29.1037030424923,"Comedy","celebrity",1,31.7791922951758,46.2968981674113,42.0555331033264,-4.24136506408499
21.4260408212431,"Comedy","politics",1,30.4201316424175,38.3383862551201,44.836574342013,6.49818808689295
24.1504762531258,"Comedy","celebrity",0,30.6824530738583,42.7923322516091,53.2240217774465,10.4316895258373
22.1092575066723,"Romance","politics",0,34.410813798821,44.0839035608844,49.2283792124848,5.14447565160045
24.2875037086196,"Drama","sports",0,30.075436034609,45.0207524707331,48.0298063835654,3.00905391283235
21.3268997520208,"SciFi","celebrity",1,28.0759904961083,48.5465929272732,54.060700701721,5.5141077744478
24.6009644586593,"SciFi","politics",1,32.343924215596,48.9267103832426,56.332934554658,7.40622417141543
29.4295705924742,"Action","tech",1,33.3540236493291,42.9851586122167,42.6242109207602,-0.360947691456573
27.6197386160493,"Comedy","politics",0,34.0512112829772,38.1642097103737,38.8596391362633,0.695429425889614
29.3290982884355,"SciFi","sports",1,39.2665547790481,45.732400619946,44.5765544756377,-1.15584614430825
24.706784975715,"SciFi","sports",1,33.8631164454289,42.511986506756,47.800154584737,5.28816807798103
26.0358806769364,"Romance","sports",0,36.4623485592639,46.235288625769,49.660624388797,3.42533576302801
24.8498968058266,"Drama","sports",1,29.4637268668391,41.0250176790851,42.135640380863,1.11062270177786
21.0880631650798,"SciFi","tech",1,34.4183404274563,45.9597845459522,49.9912148435236,4.03143029757136
22.4772683298215,"SciFi","politics",1,32.5581816382998,42.8431647449202,49.5958911727611,6.75272642784089
24.985145307146,"Comedy","celebrity",0,30.7192064964807,40.1185664343785,44.9192189776767,4.80065254329823
23.728667080868,"Drama","news",1,32.3779725532197,42.9037633927356,49.3619543144098,6.45819092167422
29.3469137023203,"Romance","sports",0,32.0558550550486,44.1901810858651,42.0814885013073,-2.10869258455778
25.2398607786745,"Drama","tech",0,32.774268187055,43.3893804334767,52.5944935196511,9.20511308617434
23.1714467168786,"Comedy","celebrity",1,30.7898633868029,42.9247806341918,50.6434826402381,7.71870200604634
22.7796602947637,"Romance","news",1,32.7675231054952,43.7746362434581,49.3645951180871,5.58995887462908
27.8754050773568,"Drama","news",1,35.2878337706732,46.3246899642292,46.3632964709677,0.0386065067384536
27.0246251253411,"Romance","tech",0,32.8179576607217,44.2590527289672,46.6699291331203,2.4108764041531
21.6502763866447,"Romance","sports",1,35.3667843009234,41.2925978790034,46.9878120801642,5.69521420116079
20.6445753877051,"Comedy","celebrity",0,31.7521056748912,41.7757937172195,40.9952771179342,-0.780516599285285
27.5470562162809,"Comedy","sports",1,26.6255601815755,44.554402174329,45.4174829122425,0.863080737913556
26.2041003303602,"Romance","politics",1,33.70240008017,49.0193194620138,55.931700372149,6.91238091013516
21.6957676666789,"Comedy","celebrity",1,28.5327713632438,38.8069594763419,42.052226043869,3.24526656752702
20.6221405230463,"Comedy","news",0,29.8759346633176,38.115120207251,42.2017526582791,4.08663245102806
21.0902926861309,"Action","tech",0,26.3845861507394,36.3281915702491,42.7897107579794,6.46151918773034
23.817163517233,"Comedy","sports",1,31.9656354154647,42.806755982558,46.4659911501794,3.6592351676214
21.6931091458537,"Romance","sports",0,31.6410535916205,44.380347738399,48.2100256502567,3.82967791185774
22.9865254205652,"Drama","sports",1,33.7115687858378,41.2482922661004,51.6060112193505,10.3577189532501
21.9220953504555,"Romance","politics",0,32.4435090330498,44.9303731796989,49.282835756239,4.35246257654006
22.5717002130114,"SciFi","tech",1,33.687931852857,46.8278950421024,48.8348226150465,2.00692757294406
21.8123182281852,"Romance","tech",0,31.6796244639327,42.1831592937212,45.9668495761606,3.78369028243934
