"id","age","rec_syst","genre_preference","baseline_i","major_release","past_minutes_viewed","subscription","device_type","alive_i","minutes_viewed"
91,27.9,1,"SciFi",1,"politics",27.4695990258102,1,"Tablet",1,95.428840191541
92,12.3,1,"SciFi",1,"sports",25.7206918414456,0,"Tablet",1,117.456029907452
93,21.8,0,"Drama",0,"politics",35.9779075868029,0,"Tablet",1,84.1899600689195
94,19.4,1,"Comedy",1,"celebrity",31.5788878187138,0,"Tablet",0,99.1381853085131
95,19.6,0,"Comedy",1,"celebrity",28.2069377528475,0,"TV",0,68.5712392796287
96,21.9,0,"Action",1,"sports",19.6330024031758,1,"Tablet",1,95.7768138704884
97,21.8,0,"Drama",1,"politics",33.4007672788155,0,"Tablet",0,66.7014187114826
98,23.3,0,"Drama",1,"sports",27.1098379734705,1,"Mobile",1,115.554491491697
99,18.5,1,"Comedy",1,"celebrity",33.7119955679255,0,"Tablet",0,78.0183176961623
100,28.1,0,"SciFi",1,"news",32.0571338410449,0,"TV",1,104.972385674028
101,14.5,0,"Comedy",1,"celebrity",36.1822452999376,0,"Mobile",0,69.6919997203451
102,20.7,0,"SciFi",1,"celebrity",18.0254524650974,0,"PC",0,57.0553987763934
103,19.5,1,"Drama",1,"celebrity",36.8148339868755,1,"Tablet",0,101.361447320057
104,23.4,0,"Comedy",1,"politics",35.7930999746938,1,"Tablet",1,77.0608842879759
105,20.5,0,"Drama",1,"politics",20.4233639906896,0,"TV",1,75.0041736105833
106,20.8,1,"Action",0,"tech",20.7266863998638,1,"Tablet",1,115.586682323536
107,21.6,1,"Drama",1,"celebrity",10.973386582455,0,"Tablet",0,85.0826390951826
108,11.1,1,"Drama",1,"news",34.2192240463476,1,"Mobile",1,91.6352110364022
109,24.1,1,"Comedy",1,"news",27.3872085641723,0,"TV",1,94.2298362501432
110,24.8,0,"Action",1,"sports",18.9522582042379,1,"TV",1,83.9349026963207
111,23,1,"Comedy",1,"sports",32.374475930733,1,"Tablet",1,113.571344750435
112,18.8,1,"Comedy",1,"sports",12.7525572047931,1,"TV",1,93.6827979733617
113,19.1,1,"Action",0,"politics",14.4295811080464,0,"PC",0,79.8388757323377
114,19.5,0,"Action",1,"politics",30.3649095659374,0,"TV",1,66.5784877568924
115,27.3,1,"Romance",1,"celebrity",28.7083605347662,0,"Mobile",1,109.668302174265
116,18,1,"Comedy",0,"sports",21.9928702831758,1,"TV",1,95.5954947409053
117,21.2,1,"SciFi",1,"celebrity",41.6309162011363,1,"TV",1,98.5786015922296
118,14,0,"Romance",1,"celebrity",62.166472868967,0,"TV",0,77.5150126384296
119,26.5,0,"SciFi",1,"sports",17.2174984815046,1,"Mobile",1,70.6047852346301
120,20.9,1,"Drama",1,"celebrity",29.7166185255127,0,"TV",1,81.5675629139118
121,22.3,0,"Drama",0,"celebrity",28.9151932378462,0,"Tablet",0,85.0450990393657
122,18.7,0,"Comedy",1,"celebrity",34.4514716567138,0,"Mobile",0,69.0373607122346
123,21.8,0,"Romance",1,"celebrity",27.7419146750703,1,"Mobile",1,96.8189231568072
124,24.3,1,"Romance",1,"celebrity",27.8625691522899,1,"TV",1,98.2069478864539
125,21.3,1,"Action",1,"sports",21.7949156308289,1,"Tablet",1,96.7317861733467
126,17.3,1,"Comedy",1,"celebrity",30.5882318435553,0,"Mobile",0,77.6958553712742
127,16.7,0,"Comedy",1,"sports",25.4436158362205,0,"Mobile",0,75.864224294036
128,14.7,1,"Drama",1,"politics",11.6292833910218,0,"PC",1,80.0091371777875
129,20.9,1,"Comedy",1,"celebrity",25.5606744271083,0,"TV",0,90.2968141292765
130,17.3,1,"Drama",1,"celebrity",38.689847124985,1,"PC",1,87.7823285993097
131,18,0,"Drama",1,"celebrity",32.4919628443769,0,"Tablet",0,76.2377912078971
132,23.2,0,"Drama",1,"celebrity",25.6961269083889,0,"Mobile",0,68.7887848187186
133,24.2,0,"SciFi",1,"politics",16.4945902760099,0,"TV",0,69.5948234286265
134,20.7,1,"Comedy",0,"sports",26.0791500954387,0,"Mobile",1,88.4002436668396
135,20,1,"Action",1,"sports",47.5529073825405,1,"Mobile",0,84.2267216061944
136,17.9,1,"Action",0,"celebrity",42.8030274678351,0,"Tablet",0,77.1290937118702
137,24.5,0,"Comedy",1,"sports",35.7414924425154,1,"Mobile",1,88.7705959510506
138,14.1,1,"Drama",1,"politics",18.3687463310882,0,"TV",0,71.3273048880853
139,14.4,1,"Comedy",1,"sports",42.9617815560347,1,"Mobile",1,122.012044344579
140,20.4,0,"Drama",1,"celebrity",34.6924761518515,0,"PC",0,81.3781230374773
141,21,0,"Action",1,"tech",17.7340544209044,1,"Mobile",1,87.7774104342345
142,22,1,"SciFi",1,"politics",15.0552404618026,0,"TV",0,71.4616443425344
143,16.7,1,"Comedy",1,"politics",25.8266123057836,1,"Mobile",0,56.9417085728451
144,23.6,1,"Comedy",1,"sports",42.41399041383,1,"Mobile",0,85.4391428442279
145,15.3,1,"Comedy",1,"celebrity",15.3369009332616,1,"Tablet",0,92.7735343900361
146,18.6,1,"Comedy",1,"sports",42.8758300719231,1,"Tablet",1,102.76417326049
147,24.9,0,"Comedy",1,"celebrity",30.197920949782,1,"TV",0,68.7412668351589
148,26.8,0,"Comedy",1,"sports",36.9866340700891,0,"PC",1,90.0221990387473
149,20.1,0,"Drama",1,"politics",41.2766115529735,0,"Mobile",1,85.5602628651304
150,22.8,0,"Comedy",1,"news",27.1978145155501,1,"PC",1,103.350163996859
151,16.2,1,"Comedy",1,"news",28.3458695118368,0,"PC",0,87.3518498566492
152,23.2,0,"Romance",1,"sports",24.1478940982492,0,"TV",0,59.1110398433423
153,20.4,1,"Comedy",1,"politics",30.1484817593937,1,"Mobile",1,82.6788150058923
154,25.3,0,"SciFi",0,"sports",47.5624441441182,0,"Mobile",1,91.3183623398351
155,19.9,0,"Action",1,"politics",10.8711723133975,1,"Mobile",0,62.3915213396055
156,12.7,1,"Comedy",1,"sports",38.9741669168757,0,"Tablet",0,75.4471858241482
157,16,0,"Action",1,"news",23.4897048643123,1,"Tablet",1,84.8336917474399
158,21.2,0,"Drama",1,"sports",27.6060124092258,1,"PC",1,95.5118895835513
159,20.5,1,"Drama",0,"celebrity",34.317215151103,0,"Mobile",0,81.1206434209825
160,15.7,1,"Drama",1,"sports",19.8756144700117,1,"PC",1,109.700484906949
161,20.7,1,"Action",1,"sports",38.612613127863,0,"PC",1,96.9682285782456
162,23.7,0,"SciFi",1,"sports",20.1523749137044,1,"TV",0,64.4943828724776
163,28,1,"Action",1,"sports",31.9126981992754,0,"TV",0,67.926348420478
164,18.8,0,"Romance",1,"politics",32.4786318069241,1,"Tablet",1,78.9825134376281
165,18.3,0,"Comedy",1,"sports",33.5434579315908,0,"Mobile",0,72.5274804739581
166,18.8,1,"Action",1,"sports",42.5551705342841,0,"Mobile",0,92.1685377735205
167,21.6,1,"Romance",1,"sports",21.0167302676706,0,"Mobile",0,91.687876469948
168,21.9,1,"Action",1,"news",34.7728888065909,1,"PC",1,85.7480389710125
169,17.5,0,"Action",1,"celebrity",48.9978828401152,0,"TV",1,90.0107292027037
170,20,1,"Action",1,"celebrity",39.7279178588034,1,"Mobile",0,107.854073539561
171,21.4,1,"SciFi",1,"celebrity",8.66515431759489,0,"PC",0,63.1799241825815
172,16.9,0,"Action",1,"sports",27.3208565043755,0,"TV",0,71.4761153087486
173,19.3,1,"Action",1,"sports",36.8266305689891,0,"TV",1,127.599813636831
174,16.7,1,"SciFi",0,"tech",27.2821455420731,0,"Tablet",0,63.4933842901318
175,14.8,0,"Action",1,"celebrity",42.4823395107151,0,"PC",0,91.6926817428875
176,15.2,0,"Drama",1,"sports",22.525742758296,0,"TV",0,69.318738056547
177,27.6,1,"Action",1,"celebrity",39.5338074255855,0,"PC",0,84.309296423934
178,24.9,1,"Drama",1,"sports",48.1117928026819,1,"PC",1,106.418546013449
179,20.9,0,"Drama",1,"politics",34.643965086352,0,"Mobile",0,71.2283639416586
180,19.3,1,"Romance",1,"sports",26.0184378076724,0,"PC",0,79.5222793314222
181,26.7,1,"SciFi",0,"sports",42.1442592578975,0,"Mobile",0,100.461877850848
182,24.1,0,"Comedy",1,"sports",25.6960864155801,0,"Mobile",1,85.3048905339271
183,26,0,"Drama",1,"politics",33.5609577418216,0,"Mobile",0,71.770914631225
184,24.4,1,"Romance",1,"celebrity",49.2449608031857,0,"TV",1,126.004575066893
185,22,0,"Drama",1,"politics",14.0704503914026,1,"Tablet",1,98.5831907362738
186,20.2,1,"SciFi",1,"sports",15.4372765163649,0,"TV",1,107.435531756975
187,17.9,1,"Drama",1,"celebrity",25.2432888150744,0,"TV",0,92.7315697376677
188,23.3,0,"Drama",1,"news",41.7322497763859,1,"Tablet",0,81.4933717867673
189,24.4,0,"Comedy",0,"sports",9.93930123552945,0,"Mobile",0,70.3631990590773
190,18.4,1,"Drama",1,"sports",42.3154801839789,1,"Tablet",1,101.513325929623
191,18.6,1,"Comedy",0,"celebrity",36.4399817333771,0,"Tablet",1,127.656631066438
192,15.4,1,"Action",1,"sports",20.3259513450188,1,"Mobile",1,87.193621681775
193,17.2,0,"Comedy",1,"celebrity",33.3243594262331,0,"Mobile",0,69.4101468242772
194,21.4,0,"Comedy",1,"sports",44.7765796722334,1,"PC",1,107.471176631704
195,21.7,0,"SciFi",1,"news",32.6476476106912,0,"PC",0,82.4186280837948
196,26.6,1,"Drama",1,"politics",38.11221849578,1,"Mobile",1,95.2506035606351
197,22.3,0,"SciFi",1,"sports",23.1729372020408,0,"PC",0,87.0467104588946
198,20.6,0,"Action",1,"celebrity",39.1999052288624,1,"TV",1,89.7461677791766
199,21.4,1,"Romance",1,"celebrity",21.1941186126734,1,"Mobile",1,89.7404832543631
200,16.3,1,"Comedy",1,"sports",21.623433744779,0,"PC",0,81.8274303609885
201,23.7,0,"SciFi",0,"politics",24.4379966997875,0,"TV",0,77.2110413587786
202,22.9,0,"Comedy",1,"celebrity",20.3652315224258,0,"PC",0,89.6930407126734
203,13.3,1,"Action",1,"celebrity",6.26682072445201,0,"Mobile",0,90.7852343277913
204,19.1,0,"Action",1,"sports",16.396262474215,0,"TV",1,103.212335242008
205,17.4,0,"Drama",1,"sports",33.6912652707778,1,"Tablet",1,96.0129838855527
206,19.7,0,"Comedy",1,"celebrity",39.6354649685197,0,"PC",0,74.9605451600915
207,20.6,0,"Action",1,"news",19.2450657423226,0,"PC",0,60.4895051876316
208,19.6,1,"Comedy",0,"news",11.4880797552307,0,"TV",1,102.902008069071
209,23.8,0,"Romance",1,"news",33.2283064666419,1,"PC",0,90.2198030920073
210,17.5,1,"Comedy",1,"politics",26.6032244084494,1,"Mobile",1,92.2419578029562
211,19.3,0,"Action",0,"celebrity",36.4127478465094,0,"TV",1,95.0690322475473
212,23.2,0,"Comedy",1,"politics",34.1961628698543,1,"Mobile",1,91.9678382118604
213,19.4,0,"SciFi",1,"sports",39.4965445852096,1,"TV",0,54.0502238566561
214,11.7,0,"SciFi",0,"celebrity",17.71695997471,0,"TV",0,62.6611915627321
215,17.1,0,"Comedy",1,"politics",26.2520184332682,0,"Mobile",1,69.2105593609722
216,13.5,1,"Action",1,"celebrity",33.9732544184255,0,"Mobile",1,92.3989212600374
217,19.8,0,"Drama",1,"celebrity",28.7969037102368,1,"PC",1,90.4541582045507
218,18,1,"Action",1,"sports",23.6928979823881,1,"Mobile",1,92.3702688066513
219,18.4,0,"Comedy",1,"sports",46.4351954643187,1,"Mobile",1,94.0484268298947
220,18.1,1,"Action",1,"celebrity",26.6572343678636,1,"TV",1,100.178291224363
221,13.9,0,"Comedy",1,"tech",27.4414744236949,0,"Mobile",0,60.0329687772411
222,16.8,1,"Comedy",1,"sports",18.9958375673874,0,"TV",0,68.6305003380706
223,13.4,0,"Comedy",1,"sports",38.9022634570815,1,"TV",1,106.809325153212
224,22.7,0,"Comedy",1,"politics",29.5811491826258,0,"PC",0,69.6800719000712
225,25.5,1,"SciFi",1,"celebrity",48.665110680218,1,"TV",1,90.0224631987187
226,20,0,"Romance",1,"politics",39.8674061102184,1,"Mobile",1,99.1564490507731
227,14,0,"SciFi",1,"news",29.5977544070728,1,"Tablet",1,88.6939998686374
228,22,1,"Drama",1,"celebrity",48.5334748875145,0,"TV",1,89.4019696339336
229,23.4,1,"Drama",1,"politics",22.5707657104051,0,"PC",1,102.153969031034
230,17.9,0,"Action",1,"celebrity",27.2101174688665,1,"Tablet",1,106.336878181705
231,16.6,0,"Comedy",1,"tech",32.6096364971558,0,"TV",0,81.4602734746554
232,16.7,0,"Comedy",1,"tech",24.8688631731979,0,"TV",0,59.4791048529488
233,28,0,"Comedy",1,"politics",41.8567904853938,1,"PC",1,99.0608800396653
234,12.2,1,"Romance",1,"celebrity",35.8492653970302,1,"TV",1,83.4218004684273
235,17.5,1,"Action",1,"celebrity",39.7905411409689,1,"PC",1,103.394985667385
236,21.3,1,"Action",1,"celebrity",29.6340692952851,0,"TV",0,77.9679867877353
237,21.6,1,"Drama",1,"tech",15.344007598933,1,"PC",1,85.8048587004173
238,16.3,1,"Romance",1,"news",21.8687141910057,1,"Tablet",1,91.293311020149
239,28.4,1,"Comedy",1,"sports",19.6394754090065,1,"Tablet",1,110.434937607982
240,16.3,0,"Romance",1,"sports",27.8346355846181,0,"Mobile",0,73.3899823871403
241,16.8,0,"SciFi",0,"celebrity",24.4052403716149,0,"Mobile",0,75.7228265132667
242,22.9,0,"Drama",1,"tech",26.1545753286486,0,"Tablet",0,68.050672551602
243,19.9,0,"Comedy",1,"celebrity",29.7121362809122,0,"PC",1,82.6466222462497
244,22.8,0,"Romance",1,"politics",37.5658176157709,0,"Mobile",0,75.4510976966674
245,19.8,0,"Action",1,"celebrity",16.6784366579379,1,"PC",1,94.4028257953069
246,20.4,0,"Comedy",1,"news",21.8674771346988,1,"Mobile",1,112.565631685413
247,21.9,0,"Comedy",1,"tech",43.3054000978374,0,"Tablet",0,58.5253015924193
248,21.9,0,"Action",1,"celebrity",26.2367497609739,0,"Tablet",0,85.6939321774823
249,20.4,1,"Drama",1,"sports",34.8982736957839,0,"PC",0,105.133135758716
250,15.7,0,"Drama",1,"tech",34.4451769090353,1,"PC",1,81.1931644150454
251,22.4,1,"Drama",1,"news",34.0896538668399,0,"Tablet",0,95.2190124276513
252,19.5,1,"Action",1,"celebrity",34.9425077137812,0,"Mobile",1,120.638466782871
253,22.3,0,"Drama",1,"sports",30.8414928500727,0,"PC",0,84.6071532459369
254,23.7,0,"Drama",1,"news",34.9208124814381,0,"Tablet",0,102.356233590994
255,18.6,0,"SciFi",1,"celebrity",35.1850368790085,0,"Tablet",0,98.3569658579296
256,22.4,0,"Comedy",1,"celebrity",17.0326154284682,0,"Mobile",0,80.8690807804709
257,17.5,1,"Drama",1,"celebrity",43.6754940454528,1,"Tablet",1,83.3533435398971
258,20.9,1,"SciFi",1,"celebrity",13.7309169632094,1,"PC",0,95.8174181838091
259,12.8,1,"Comedy",1,"sports",29.668154675373,0,"TV",0,81.3533790155694
260,24.2,0,"Comedy",1,"celebrity",41.0865809624081,1,"Tablet",0,98.1195371345224
261,17.4,0,"Action",1,"celebrity",31.2429112698278,0,"Tablet",0,76.8380028073681
262,14.7,1,"Comedy",1,"politics",20.6203799483745,0,"TV",0,71.5862364309599
263,18.6,0,"Action",0,"sports",37.2752442461082,1,"TV",1,89.1878616806741
264,28.3,1,"Action",1,"sports",35.8372122819615,1,"PC",1,105.611454145191
265,27.5,1,"Drama",1,"politics",17.0769684585646,0,"TV",0,90.2386654683311
266,20.5,0,"Action",1,"sports",29.6228739130301,1,"TV",1,91.9277726936764
267,20.6,0,"Action",1,"sports",54.6577576763368,1,"TV",0,97.4189449011987
268,23,0,"Comedy",0,"celebrity",46.5583733882675,1,"PC",0,72.0726208154288
269,26.7,0,"Romance",1,"news",18.1263534298483,1,"Tablet",1,84.524082405337
270,21.2,1,"Drama",1,"news",47.0226387108355,0,"TV",0,112.861500029396
271,14.4,1,"Comedy",1,"politics",10.8608387322785,0,"TV",0,89.7837519677196
272,22.9,1,"Drama",1,"politics",36.0625020245079,0,"PC",0,88.9156467186991
273,23.4,0,"Action",1,"sports",25.7360815008306,0,"PC",0,63.9099833968902
274,18.2,1,"Drama",0,"tech",28.967919414565,1,"Mobile",1,101.202133145216
275,19.1,0,"Comedy",1,"sports",35.2670137228551,1,"TV",1,101.52123626914
276,17.2,1,"Drama",1,"sports",23.0036607625156,0,"Mobile",1,97.4227371028628
277,19.1,1,"Action",1,"politics",33.0439841868063,0,"PC",1,72.461408340548
278,18.3,0,"Comedy",1,"tech",40.171503492396,0,"Mobile",1,84.8790917572909
279,17.7,0,"Comedy",1,"sports",34.4497275688376,1,"TV",0,75.0821793385536
280,23.8,0,"Comedy",1,"sports",35.4930908815723,1,"PC",1,117.659164853905
281,21.8,0,"Comedy",1,"celebrity",33.9586051203892,0,"PC",0,82.5836072217587
282,24.2,0,"Comedy",1,"celebrity",11.419588780133,1,"Tablet",1,85.6697863635871
283,16.7,1,"Comedy",1,"celebrity",27.6746547944551,0,"TV",0,85.8271666427222
284,19.2,1,"Comedy",1,"news",30.4894153272532,0,"TV",1,111.882094921078
285,24.4,0,"SciFi",1,"news",19.1734736788207,1,"PC",0,81.5175155476493
286,27.1,1,"Drama",1,"politics",25.6503210525913,1,"Tablet",1,85.6085024450838
287,26.7,0,"Romance",1,"news",21.9516892291616,1,"PC",1,101.084485604098
288,15.1,0,"Romance",1,"news",42.2149181579419,1,"PC",1,92.2156092606778
289,28.1,1,"SciFi",1,"news",42.6127441732048,1,"TV",1,104.089337485617
290,18.9,1,"Action",0,"celebrity",23.3702947330689,0,"TV",0,74.154213245607
291,15.8,0,"Drama",0,"sports",26.6601176498094,0,"PC",0,67.2267997657083
292,18,1,"Drama",1,"news",26.215595414487,1,"Tablet",1,94.189314824832
293,18,1,"Action",1,"sports",48.333769875792,1,"Mobile",1,110.401656124314
294,12.9,1,"Action",1,"celebrity",32.5562360848607,0,"PC",1,113.183968529828
295,14.1,0,"Action",1,"politics",26.9415130502323,0,"Tablet",0,49.2960257258893
296,19.3,1,"Romance",1,"tech",50.1054284862895,0,"TV",0,87.2199759443821
297,18.8,1,"Comedy",1,"sports",28.0674407292746,0,"Mobile",0,84.311308352911
298,20.3,1,"Action",1,"sports",45.3668073211602,0,"Tablet",0,67.7336811327476
299,18.7,1,"Drama",1,"politics",48.5059024362296,0,"Mobile",0,70.4099429139634
300,18.1,0,"SciFi",1,"sports",43.4838646151193,1,"PC",1,107.426783383324
301,22.5,0,"Comedy",1,"celebrity",31.1197691045845,0,"PC",0,76.2448737605249
302,15.8,0,"SciFi",0,"sports",42.7320070482273,0,"TV",0,89.8609690947823
303,20.2,1,"Comedy",1,"celebrity",21.5724107024448,0,"PC",0,85.1385118021465
304,19.5,1,"Comedy",1,"celebrity",44.1143795825414,0,"Tablet",0,90.5180668344469
305,24.1,1,"Drama",1,"celebrity",44.1775110890492,1,"Tablet",0,79.4426234045984
306,17.8,1,"Action",1,"news",29.3772745377031,1,"Mobile",1,110.044417599712
307,13,0,"Drama",1,"politics",23.5018052938894,1,"Tablet",1,69.7913827031645
308,15.7,1,"Comedy",1,"sports",24.6676561122162,0,"Mobile",0,80.6295464186407
309,16.5,1,"Action",1,"sports",12.3522217870914,1,"TV",1,83.7540556575452
310,16.2,0,"Action",1,"celebrity",35.0732164175432,0,"Tablet",0,90.6844310817789
311,20,0,"Action",1,"tech",36.058934731328,0,"Mobile",0,76.1343312638198
312,25.2,1,"Romance",1,"tech",20.8924615467359,0,"Mobile",0,74.5659454768819
313,9.4,0,"Drama",1,"celebrity",43.0023333200597,1,"Mobile",0,79.0210543750784
314,20.6,1,"Action",1,"politics",53.33724983397,1,"PC",1,87.2987365397273
